Sales Quantity,Sales Rep,Sales Price,Sales Margin Amount,Sales Cost Amount,Sales Amount Based on List Price,Sales Amount,Order Number,List Price,Line Number,Discount Amount,Invoice Date,Invoice Number
10,121,"649,801","2972,37","3525,64",12751,"6498,01",121029,"1275,1",158000,"6252,99",07/04/2017,326148
10,121,"649,801","2972,37","3525,64",12751,"6498,01",122385,"1275,1",158000,"6252,99",08/12/2017,327409
10,121,"676,876","3243,12","3525,64",12751,"6768,76",210946,"1275,1",158000,"5982,24",24/09/2018,113850
10,121,"676,876","3243,12","3525,64",12751,"6768,76",221029,"1275,1",158000,"5982,24",26/03/2018,126148
10,121,"676,876","3243,12","3525,64",12751,"6768,76",222385,"1275,1",158000,"5982,24",26/11/2018,127409
10,121,"697,182","3446,18","3525,64",12751,"6971,82",321029,"1275,1",158000,"5779,18",19/03/2019,226148
10,121,"96,997","638,56","331,41","1923,4","969,97",103970,"192,34",1000,"953,43",14/06/2017,303880
10,124,"109,921","500,21",599,"2181,8","1099,21",113919,"218,18",33000,"1082,59",11/11/2017,317210
10,124,"114,501","546,01",599,"2181,8","1145,01",213919,"218,18",33000,"1036,79",30/10/2018,117210
10,124,"20,499","116,59","88,4","366,9","204,99",205067,"36,69",26000,"161,91",02/07/2018,106836
10,124,"20,499","116,59","88,4","366,9","204,99",216408,"36,69",26000,"161,91",02/01/2018,119270
10,124,"20,499","116,59","88,4","366,9","204,99",225178,"36,69",26000,"161,91",02/04/2018,130782
10,124,"21,114","122,74","88,4","366,9","211,14",316408,"36,69",26000,"155,76",25/12/2018,219270
10,124,"23,697","105,4","131,57","441,8","236,97",105067,"44,18",50000,"204,83",05/07/2017,305779
10,124,"24,684","115,27","131,57","441,8","246,84",205067,"44,18",50000,"194,96",23/06/2018,105779
10,124,"289,69","865,56","2031,34",5750,"2896,9",113919,575,48000,"2853,1",11/11/2017,317210
10,124,"301,76","986,26","2031,34",5750,"3017,6",213919,575,48000,"2732,4",30/10/2018,117210
10,124,"533,371","2298,33","3035,38","10586,801","5333,71",114883,"1058,6801",6000,"5253,091",25/11/2017,318487
10,124,"555,595","2520,57","3035,38","10586,801","5555,95",214883,"1058,6801",6000,"5030,851",13/11/2018,118487
10,124,"581,184","2604,19","3207,65","11347,7","5811,84",111766,"1134,77",12000,"5535,86",11/10/2017,314343
10,124,"581,184","2604,19","3207,65","11347,7","5811,84",123110,"1134,77",12000,"5535,86",13/12/2017,327895
10,124,"59,057","396,72","193,85","1153,1","590,57",111766,"115,31",13000,"562,53",11/10/2017,314343
10,124,"59,057","396,72","193,85","1153,1","590,57",123110,"115,31",13000,"562,53",13/12/2017,327895
10,124,"605,4","2846,35","3207,65","11347,7",6054,211766,"1134,77",12000,"5293,7",29/09/2018,114343
10,124,"605,4","2846,35","3207,65","11347,7",6054,223110,"1134,77",12000,"5293,7",01/12/2018,127895
10,124,"61,518","421,33","193,85","1153,1","615,18",211766,"115,31",13000,"537,92",29/09/2018,114343
10,124,"61,518","421,33","193,85","1153,1","615,18",223110,"115,31",13000,"537,92",01/12/2018,127895
10,124,"61,849","425,45","193,04","1153,1","618,49",105067,"115,31",61000,"534,61",05/07/2017,305779
10,124,"64,426","451,22","193,04","1153,1","644,26",205067,"115,31",61000,"508,84",23/06/2018,105779
10,124,"706,675","2569,83","4496,92","13797,938","7066,75",106885,"1379,7938",2000,"6731,188",09/08/2017,308696
10,124,"706,675","2569,83","4496,92","13797,938","7066,75",117566,"1379,7938",2000,"6731,188",08/02/2017,321101
10,124,"706,675","2569,83","4496,92","13797,938","7066,75",126166,"1379,7938",2000,"6731,188",10/05/2017,332613
10,124,"736,12","2864,28","4496,92","13797,938","7361,2",206885,"1379,7938",2000,"6436,738",28/07/2018,108696
10,124,"736,12","2864,28","4496,92","13797,938","7361,2",217566,"1379,7938",2000,"6436,738",28/01/2018,121101
10,124,"736,12","2864,28","4496,92","13797,938","7361,2",226166,"1379,7938",2000,"6436,738",28/04/2018,132613
10,124,"758,204","3085,12","4496,92","13797,938","7582,04",317566,"1379,7938",2000,"6215,898",20/01/2019,221101
10,124,"767,671","3217,43","4459,28","14312,3","7676,71",105067,"1431,23",1000,"6635,59",09/07/2017,306392
10,124,"799,657","3537,29","4459,28","14312,3","7996,57",205067,"1431,23",1000,"6315,73",27/06/2018,106392
10,125,"250,723","878,31","1628,92","5077,5","2507,23",109950,"507,75",65000,"2570,27",15/09/2017,312078
10,125,"250,723","878,31","1628,92","5077,5","2507,23",120189,"507,75",65000,"2570,27",17/03/2017,324412
10,125,"261,17","982,78","1628,92","5077,5","2611,7",209950,"507,75",65000,"2465,8",03/09/2018,112078
10,125,"261,17","982,78","1628,92","5077,5","2611,7",220189,"507,75",65000,"2465,8",05/03/2018,124412
10,125,"269,005","1061,13","1628,92","5077,5","2690,05",320189,"507,75",65000,"2387,45",26/02/2019,224412
10,125,"407,36","1524,87","2548,73","8249,6","4073,6",111041,"824,96",25000,4176,17/11/2017,317697
10,125,"424,333","1694,6","2548,73","8249,6","4243,33",211041,"824,96",25000,"4006,27",05/11/2018,117697
10,125,"463,954","1970,1","2669,44","9395,7","4639,54",111041,"939,57",45000,"4756,16",10/11/2017,317081
10,125,"477,222","2049,47","2722,75","9664,4","4772,22",111041,"966,44",54000,"4892,18",10/11/2017,317081
10,125,"483,285","2163,41","2669,44","9395,7","4832,85",211041,"939,57",45000,"4562,85",29/10/2018,117081
10,125,"497,106","2248,31","2722,75","9664,4","4971,06",211041,"966,44",54000,"4693,34",29/10/2018,117081
10,125,"56,026","151,71","408,55","1134,6","560,26",111041,"113,46",58000,"574,34",10/11/2017,317081
10,125,"58,36","175,05","408,55","1134,6","583,6",211041,"113,46",58000,551,29/10/2018,117081
10,125,"706,732","2570,4","4496,92","14312,3","7067,32",111041,"1431,23",23000,"7244,98",10/11/2017,317081
10,125,"736,179","2864,87","4496,92","14312,3","7361,79",211041,"1431,23",23000,"6950,51",29/10/2018,117081
10,125,"77,901","185,8","593,21","1577,6","779,01",109950,"157,76",56000,"798,59",15/09/2017,312078
10,125,"77,901","185,8","593,21","1577,6","779,01",120189,"157,76",56000,"798,59",17/03/2017,324412
10,125,"77,901","299,89","479,12","1577,6","779,01",109950,"157,76",86000,"798,59",15/09/2017,312078
10,125,"77,901","299,89","479,12","1577,6","779,01",120189,"157,76",86000,"798,59",17/03/2017,324412
10,125,"77,901","301,56","477,45","1577,6","779,01",111041,"157,76",59000,"798,59",10/11/2017,317081
10,125,"81,147","218,26","593,21","1577,6","811,47",209950,"157,76",56000,"766,13",03/09/2018,112078
10,125,"81,147","218,26","593,21","1577,6","811,47",220189,"157,76",56000,"766,13",05/03/2018,124412
10,125,"81,147","332,35","479,12","1577,6","811,47",209950,"157,76",86000,"766,13",03/09/2018,112078
10,125,"81,147","332,35","479,12","1577,6","811,47",220189,"157,76",86000,"766,13",05/03/2018,124412
10,125,"81,147","334,02","477,45","1577,6","811,47",211041,"157,76",59000,"766,13",29/10/2018,117081
10,125,"83,581","242,6","593,21","1577,6","835,81",320189,"157,76",56000,"741,79",26/02/2019,224412
10,125,"83,581","356,69","479,12","1577,6","835,81",320189,"157,76",86000,"741,79",26/02/2019,224412
10,125,"89,594","582,53","313,41","1814,4","895,94",111051,"181,44",36000,"918,46",09/11/2017,316955
10,125,"89,594","582,53","313,41","1814,4","895,94",122463,"181,44",36000,"918,46",11/01/2018,330458
10,125,"93,327","619,86","313,41","1814,4","933,27",211051,"181,44",36000,"881,13",28/10/2018,116955
10,125,"93,327","619,86","313,41","1814,4","933,27",222463,"181,44",36000,"881,13",30/12/2018,130458
10,127,"102,102","689,61","331,41","1923,4","1021,02",102227,"192,34",21000,"902,38",20/05/2017,301572
10,127,"106,356","732,15","331,41","1923,4","1063,56",202227,"192,34",21000,"859,84",08/05/2018,101572
10,127,"126,446","420,75","843,71",2382,"1264,46",101912,"238,2",32000,"1117,54",20/05/2017,301578
10,127,"131,715","473,44","843,71",2382,"1317,15",201912,"238,2",32000,"1064,85",08/05/2018,101578
10,127,"20,487","146,72","58,15","370,5","204,87",207803,"37,05",14000,"165,63",07/08/2018,109728
10,127,"20,487","146,72","58,15","370,5","204,87",218372,"37,05",14000,"165,63",07/02/2018,122114
10,127,"202,099","1115,17","905,82","2631,5","2020,99",101153,"263,15",2000,"610,51",21/06/2017,304471
10,127,"21,102","152,87","58,15","370,5","211,02",318372,"37,05",14000,"159,48",30/01/2019,222114
10,127,"210,52","1199,38","905,82","2631,5","2105,2",201153,"263,15",2000,"526,3",09/06/2018,104471
10,127,"218,723","1339,31","847,92","4120,3","2187,23",104221,"412,03",40000,"1933,07",17/06/2017,304231
10,127,"227,836","1430,44","847,92","4120,3","2278,36",204221,"412,03",40000,"1841,94",05/06/2018,104231
10,127,"26,362","161,41","102,21","274,6","263,62",101314,"27,46",29000,"10,98",13/05/2017,300893
10,127,"27,46","172,39","102,21","274,6","274,6",201314,"27,46",29000,0,01/05/2018,100893
10,127,"66,716","440,42","226,74","1256,8","667,16",110940,"125,68",35000,"589,64",30/09/2017,313362
10,127,"66,716","440,42","226,74","1256,8","667,16",121024,"125,68",35000,"589,64",01/04/2017,325666
10,127,"66,716","440,42","226,74","1256,8","667,16",122379,"125,68",35000,"589,64",02/12/2017,326927
10,127,"69,496","468,22","226,74","1256,8","694,96",210940,"125,68",35000,"561,84",18/09/2018,113362
10,127,"69,496","468,22","226,74","1256,8","694,96",221024,"125,68",35000,"561,84",20/03/2018,125666
10,127,"69,496","468,22","226,74","1256,8","694,96",222379,"125,68",35000,"561,84",20/11/2018,126927
10,127,"71,581","489,07","226,74","1256,8","715,81",321024,"125,68",35000,"540,99",13/03/2019,225666
10,127,"83,746","244,24","593,22","1577,6","837,46",107347,"157,76",8000,"740,14",26/08/2017,310403
10,127,"83,746","244,24","593,22","1577,6","837,46",117973,"157,76",8000,"740,14",25/02/2017,322776
10,127,"87,235","279,13","593,22","1577,6","872,35",207347,"157,76",8000,"705,25",14/08/2018,110403
10,127,"87,235","279,13","593,22","1577,6","872,35",217973,"157,76",8000,"705,25",14/02/2018,122776
10,127,"89,852","305,3","593,22","1577,6","898,52",317973,"157,76",8000,"679,08",06/02/2019,222776
10,129,"102,419","725,55","298,64","1814,4","1024,19",213451,"181,44",21000,"790,21",23/10/2018,116546
10,129,"102,419","725,55","298,64","1814,4","1024,19",224484,"181,44",21000,"790,21",25/12/2018,130055
10,129,"104,229","708,41","333,88","1923,4","1042,29",113451,"192,34",14000,"881,11",04/11/2017,316546
10,129,"104,229","708,41","333,88","1923,4","1042,29",124484,"192,34",14000,"881,11",06/01/2018,330055
10,129,"104,229","710,88","331,41","1923,4","1042,29",105397,"192,34",6000,"881,11",08/07/2017,306192
10,129,"108,521","403,93","681,28","2118,9","1085,21",105727,"211,89",1000,"1033,69",14/07/2017,306793
10,129,"108,521","403,93","681,28","2118,9","1085,21",116614,"211,89",1000,"1033,69",13/01/2017,319227
10,129,"108,521","403,93","681,28","2118,9","1085,21",125352,"211,89",1000,"1033,69",14/04/2017,330739
10,129,"108,572","751,84","333,88","1923,4","1085,72",213451,"192,34",14000,"837,68",23/10/2018,116546
10,129,"108,572","751,84","333,88","1923,4","1085,72",224484,"192,34",14000,"837,68",25/12/2018,130055
10,129,"108,572","754,31","331,41","1923,4","1085,72",205397,"192,34",6000,"837,68",26/06/2018,106192
10,129,"113,043","449,15","681,28","2118,9","1130,43",205727,"211,89",1000,"988,47",02/07/2018,106793
10,129,"113,043","449,15","681,28","2118,9","1130,43",216614,"211,89",1000,"988,47",02/01/2018,119227
10,129,"113,043","449,15","681,28","2118,9","1130,43",225352,"211,89",1000,"988,47",02/04/2018,130739
10,129,"116,434","483,06","681,28","2118,9","1164,34",316614,"211,89",1000,"954,56",25/12/2018,219227
10,129,"124,937","647,27","602,1","2567,8","1249,37",113730,"256,78",38000,"1318,43",11/11/2017,317180
10,129,"130,143","699,33","602,1","2567,8","1301,43",213730,"256,78",38000,"1266,37",30/10/2018,117180
10,129,"197,612","997,27","978,85","3858,4","1976,12",109872,"385,84",22000,"1882,28",27/09/2017,312952
10,129,"197,612","997,27","978,85","3858,4","1976,12",120121,"385,84",22000,"1882,28",29/03/2017,325263
10,129,"205,846","1079,61","978,85","3858,4","2058,46",209872,"385,84",22000,"1799,94",15/09/2018,112952
10,129,"205,846","1079,61","978,85","3858,4","2058,46",220121,"385,84",22000,"1799,94",17/03/2018,125263
10,129,"212,021","1141,36","978,85","3858,4","2120,21",320121,"385,84",22000,"1738,19",10/03/2019,225263
10,129,"24,503","166,93","78,1","503,6","245,03",113730,"50,36",19000,"258,57",11/11/2017,317180
10,129,"244,918","1155,26","1293,92","5594,8","2449,18",109872,"559,48",42000,"3145,62",27/09/2017,312952
10,129,"244,918","1155,26","1293,92","5594,8","2449,18",120121,"559,48",42000,"3145,62",29/03/2017,325263
10,129,"25,408","216,02","38,06","496,1","254,08",109872,"49,61",10000,"242,02",27/09/2017,312952
10,129,"25,408","216,02","38,06","496,1","254,08",120121,"49,61",10000,"242,02",29/03/2017,325263
10,129,"25,524","177,14","78,1","503,6","255,24",213730,"50,36",19000,"248,36",30/10/2018,117180
10,129,"255,123","1257,31","1293,92","5594,8","2551,23",209872,"559,48",42000,"3043,57",15/09/2018,112952
10,129,"255,123","1257,31","1293,92","5594,8","2551,23",220121,"559,48",42000,"3043,57",17/03/2018,125263
10,129,"26,467","226,61","38,06","496,1","264,67",209872,"49,61",10000,"231,43",15/09/2018,112952
10,129,"26,467","226,61","38,06","496,1","264,67",220121,"49,61",10000,"231,43",17/03/2018,125263
10,129,"262,777","1333,85","1293,92","5594,8","2627,77",320121,"559,48",42000,"2967,03",10/03/2019,225263
10,129,"27,261","234,55","38,06","496,1","272,61",320121,"49,61",10000,"223,49",10/03/2019,225263
10,129,"27,632","199,54","76,78","509,9","276,32",105397,"50,99",14000,"233,58",08/07/2017,306192
10,129,"28,783","211,05","76,78","509,9","287,83",205397,"50,99",14000,"222,07",26/06/2018,106192
10,129,"33,465","188,55","146,1","687,8","334,65",113728,"68,78",5000,"353,15",15/11/2017,317451
10,129,"34,859","202,49","146,1","687,8","348,59",213728,"68,78",5000,"339,21",03/11/2018,117451
10,129,"679,662","2088,9","4707,72","13270,5","6796,62",109872,"1327,05",44000,"6473,88",27/09/2017,312952
10,129,"679,662","2088,9","4707,72","13270,5","6796,62",120121,"1327,05",44000,"6473,88",29/03/2017,325263
10,129,"707,981","2372,09","4707,72","13270,5","7079,81",209872,"1327,05",44000,"6190,69",15/09/2018,112952
10,129,"707,981","2372,09","4707,72","13270,5","7079,81",220121,"1327,05",44000,"6190,69",17/03/2018,125263
10,129,"729,22","2584,48","4707,72","13270,5","7292,2",320121,"1327,05",44000,"5978,3",10/03/2019,225263
10,129,"98,322","684,58","298,64","1814,4","983,22",113451,"181,44",21000,"831,18",04/11/2017,316546
10,129,"98,322","684,58","298,64","1814,4","983,22",124484,"181,44",21000,"831,18",06/01/2018,330055
10,130,"100,256","576,24","426,32","1908,5","1002,56",112841,"190,85",17000,"905,94",27/10/2017,315865
10,130,"100,256","576,24","426,32","1908,5","1002,56",124020,"190,85",17000,"905,94",29/12/2017,329393
10,130,"104,433","618,01","426,32","1908,5","1044,33",212841,"190,85",17000,"864,17",15/10/2018,115865
10,130,"104,433","618,01","426,32","1908,5","1044,33",224020,"190,85",17000,"864,17",17/12/2018,129393
10,130,"117,177","800,6","371,17","2230,6","1171,77",107648,"223,06",30000,"1058,83",12/08/2017,309178
10,130,"117,177","800,6","371,17","2230,6","1171,77",114090,"223,06",43000,"1058,83",12/11/2017,317388
10,130,"117,177","800,6","371,17","2230,6","1171,77",118241,"223,06",30000,"1058,83",11/02/2017,321570
10,130,"122,059","849,42","371,17","2230,6","1220,59",207648,"223,06",30000,"1010,01",31/07/2018,109178
10,130,"122,059","849,42","371,17","2230,6","1220,59",214090,"223,06",43000,"1010,01",31/10/2018,117388
10,130,"122,059","849,42","371,17","2230,6","1220,59",218241,"223,06",30000,"1010,01",31/01/2018,121570
10,130,"125,721","886,04","371,17","2230,6","1257,21",318241,"223,06",30000,"973,39",23/01/2019,221570
10,130,"141,146","506,98","904,48","2631,5","1411,46",105162,"263,15",2000,"1220,04",02/08/2017,308104
10,130,"141,146","506,98","904,48","2631,5","1411,46",116434,"263,15",2000,"1220,04",01/02/2017,320519
10,130,"141,146","506,98","904,48","2631,5","1411,46",125199,"263,15",2000,"1220,04",03/05/2017,332031
10,130,"147,027","565,79","904,48","2631,5","1470,27",205162,"263,15",2000,"1161,23",21/07/2018,108104
10,130,"147,027","565,79","904,48","2631,5","1470,27",216434,"263,15",2000,"1161,23",21/01/2018,120519
10,130,"147,027","565,79","904,48","2631,5","1470,27",225199,"263,15",2000,"1161,23",21/04/2018,132031
10,130,"151,438","609,9","904,48","2631,5","1514,38",316434,"263,15",2000,"1117,12",13/01/2019,220519
10,130,"20,077","112,37","88,4","366,9","200,77",208426,"36,69",1000,"166,13",15/08/2018,110561
10,130,"20,077","112,37","88,4","366,9","200,77",218926,"36,69",1000,"166,13",15/02/2018,122932
10,130,"20,077","113,08","87,69","366,9","200,77",203819,"36,69",13000,"166,13",29/05/2018,103551
10,130,"20,496","146,81","58,15","370,5","204,96",208747,"37,05",35000,"165,54",15/08/2018,110601
10,130,"20,496","146,81","58,15","370,5","204,96",219185,"37,05",35000,"165,54",15/02/2018,122970
10,130,"20,679","118,39","88,4","366,9","206,79",318926,"36,69",1000,"160,11",07/02/2019,222932
10,130,"21,111","152,96","58,15","370,5","211,11",319185,"37,05",35000,"159,39",07/02/2019,222970
10,130,"23,208","100,51","131,57","441,8","232,08",102981,"44,18",20000,"209,72",04/06/2017,303087
10,130,"23,208","99,8","132,28","441,8","232,08",107648,"44,18",19000,"209,72",12/08/2017,309178
10,130,"23,208","99,8","132,28","441,8","232,08",111110,"44,18",24000,"209,72",07/10/2017,314068
10,130,"23,208","99,8","132,28","441,8","232,08",118241,"44,18",19000,"209,72",11/02/2017,321570
10,130,"23,208","99,8","132,28","441,8","232,08",121147,"44,18",24000,"209,72",08/04/2017,326364
10,130,"23,208","99,8","132,28","441,8","232,08",122516,"44,18",24000,"209,72",09/12/2017,327625
10,130,"24,175","109,47","132,28","441,8","241,75",207648,"44,18",19000,"200,05",31/07/2018,109178
10,130,"24,175","109,47","132,28","441,8","241,75",211110,"44,18",24000,"200,05",25/09/2018,114068
10,130,"24,175","109,47","132,28","441,8","241,75",218241,"44,18",19000,"200,05",31/01/2018,121570
10,130,"24,175","109,47","132,28","441,8","241,75",221147,"44,18",24000,"200,05",27/03/2018,126364
10,130,"24,175","109,47","132,28","441,8","241,75",222516,"44,18",24000,"200,05",27/11/2018,127625
10,130,"24,175","110,18","131,57","441,8","241,75",202981,"44,18",20000,"200,05",23/05/2018,103087
10,130,"24,9","116,72","132,28","441,8",249,318241,"44,18",19000,"192,8",23/01/2019,221570
10,130,"24,9","116,72","132,28","441,8",249,321147,"44,18",24000,"192,8",20/03/2019,226364
10,130,"38,084","227,61","153,23","765,25","380,84",108005,"76,525",10000,"384,41",24/08/2017,310186
10,130,"38,084","227,61","153,23","765,25","380,84",109371,"76,525",11000,"384,41",07/09/2017,311383
10,130,"38,084","227,61","153,23","765,25","380,84",118556,"76,525",10000,"384,41",23/02/2017,322563
10,130,"38,084","227,61","153,23","765,25","380,84",119686,"76,525",11000,"384,41",09/03/2017,323732
10,130,"39,671","243,48","153,23","765,25","396,71",208005,"76,525",10000,"368,54",12/08/2018,110186
10,130,"39,671","243,48","153,23","765,25","396,71",209371,"76,525",11000,"368,54",26/08/2018,111383
10,130,"39,671","243,48","153,23","765,25","396,71",218556,"76,525",10000,"368,54",12/02/2018,122563
10,130,"39,671","243,48","153,23","765,25","396,71",219686,"76,525",11000,"368,54",26/02/2018,123732
10,130,"40,861","255,38","153,23","765,25","408,61",318556,"76,525",10000,"356,64",04/02/2019,222563
10,130,"40,861","255,38","153,23","765,25","408,61",319686,"76,525",11000,"356,64",18/02/2019,223732
10,130,"581,753","2865,16","2952,37","10846,1","5817,53",105162,"1084,61",1000,"5028,57",05/07/2017,305791
10,130,"605,993","3107,56","2952,37","10846,1","6059,93",205162,"1084,61",1000,"4786,17",23/06/2018,105791
10,130,"66,049","389,02","271,47","1231,4","660,49",105162,"123,14",3000,"570,91",05/07/2017,305791
10,130,"66,73","209,76","457,54","1231,4","667,3",114413,"123,14",4000,"564,1",22/11/2017,318141
10,130,"68,801","416,54","271,47","1231,4","688,01",205162,"123,14",3000,"543,39",23/06/2018,105791
10,130,"69,51","237,56","457,54","1231,4","695,1",214413,"123,14",4000,"536,3",10/11/2018,118141
10,130,"90,295","592,69","310,26","1814,375","902,95",104057,"181,4375",5000,"911,425",15/06/2017,304023
10,130,"94,057","630,31","310,26","1814,375","940,57",204057,"181,4375",5000,"873,805",03/06/2018,104023
10,131,"20,245","125,59","76,86","373,6","202,45",102622,"37,36",11000,"171,15",21/05/2017,301854
10,131,"20,245","128,18","74,27","373,6","202,45",109613,"37,36",8000,"171,15",10/09/2017,311798
10,131,"20,245","128,18","74,27","373,6","202,45",119895,"37,36",8000,"171,15",12/03/2017,324134
10,131,"21,089","134,03","76,86","373,6","210,89",202622,"37,36",11000,"162,71",09/05/2018,101854
10,131,"21,089","136,62","74,27","373,6","210,89",209613,"37,36",8000,"162,71",29/08/2018,111798
10,131,"21,722","142,95","74,27","373,6","217,22",319895,"37,36",8000,"156,38",21/02/2019,224134
10,131,"463,92","1908,69","2730,51","9058,107","4639,2",105799,"905,8107",6000,"4418,907",11/08/2017,308965
10,131,"463,92","1908,69","2730,51","9058,107","4639,2",116653,"905,8107",6000,"4418,907",10/02/2017,321364
10,131,"483,25","2101,99","2730,51","9058,107","4832,5",205799,"905,8107",6000,"4225,607",30/07/2018,108965
10,131,"483,25","2101,99","2730,51","9058,107","4832,5",216653,"905,8107",6000,"4225,607",30/01/2018,121364
10,131,"497,748","2246,97","2730,51","9058,107","4977,48",316653,"905,8107",6000,"4080,627",22/01/2019,221364
10,131,"581,184","2543,12","3268,72","11347,7","5811,84",105799,"1134,77",5000,"5535,86",11/08/2017,308965
10,131,"581,184","2543,12","3268,72","11347,7","5811,84",116653,"1134,77",5000,"5535,86",10/02/2017,321364
10,131,"605,4","2785,28","3268,72","11347,7",6054,205799,"1134,77",5000,"5293,7",30/07/2018,108965
10,131,"605,4","2785,28","3268,72","11347,7",6054,216653,"1134,77",5000,"5293,7",30/01/2018,121364
10,131,"623,562","2966,9","3268,72","11347,7","6235,62",316653,"1134,77",5000,"5112,08",22/01/2019,221364
10,132,"100,329","704,65","298,64","1814,4","1003,29",114220,"181,44",5000,"811,11",15/11/2017,317515
10,132,"104,509","746,45","298,64","1814,4","1045,09",214220,"181,44",5000,"769,31",03/11/2018,117515
10,134,"102,13","461,93","559,37","1994,1","1021,3",106171,"199,41",2000,"972,8",11/08/2017,308950
10,134,"102,13","461,93","559,37","1994,1","1021,3",116946,"199,41",2000,"972,8",10/02/2017,321349
10,134,"106,385","504,48","559,37","1994,1","1063,85",206171,"199,41",2000,"930,25",30/07/2018,108950
10,134,"106,385","504,48","559,37","1994,1","1063,85",216946,"199,41",2000,"930,25",30/01/2018,121349
10,134,"109,577","536,4","559,37","1994,1","1095,77",316946,"199,41",2000,"898,33",22/01/2019,221349
10,134,"20,406","132,48","71,58","382,5","204,06",209961,"38,25",15000,"178,44",10/09/2018,112608
10,134,"20,406","132,48","71,58","382,5","204,06",220199,"38,25",15000,"178,44",12/03/2018,124927
10,134,"21,018","138,6","71,58","382,5","210,18",320199,"38,25",15000,"172,32",05/03/2019,224927
10,134,"22,711","85,96","141,15","518,8","227,11",109802,"51,88",7000,"291,69",20/09/2017,312339
10,134,"22,711","85,96","141,15","518,8","227,11",120062,"51,88",7000,"291,69",22/03/2017,324672
10,134,"23,657","95,42","141,15","518,8","236,57",209802,"51,88",7000,"282,23",08/09/2018,112339
10,134,"23,657","95,42","141,15","518,8","236,57",220062,"51,88",7000,"282,23",10/03/2018,124672
10,134,"231,143","1322,72","988,71","4513,1","2311,43",103079,"451,31",3000,"2201,67",16/06/2017,304074
10,134,"231,143","1342,84","968,59","4513,1","2311,43",104441,"451,31",2000,"2201,67",09/07/2017,306315
10,134,"231,143","1344,24","967,19","4513,1","2311,43",111179,"451,31",8000,"2201,67",11/10/2017,314342
10,134,"231,143","1344,24","967,19","4513,1","2311,43",122582,"451,31",8000,"2201,67",13/12/2017,327894
10,134,"24,367","102,52","141,15","518,8","243,67",320062,"51,88",7000,"275,13",03/03/2019,224672
10,134,"240,774","1419,03","988,71","4513,1","2407,74",203079,"451,31",3000,"2105,36",04/06/2018,104074
10,134,"240,774","1439,15","968,59","4513,1","2407,74",204441,"451,31",2000,"2105,36",27/06/2018,106315
10,134,"240,774","1440,55","967,19","4513,1","2407,74",211179,"451,31",8000,"2105,36",29/09/2018,114342
10,134,"240,774","1440,55","967,19","4513,1","2407,74",222582,"451,31",8000,"2105,36",01/12/2018,127894
10,134,"28,901","50,11","238,9","564,3","289,01",101837,"56,43",23000,"275,29",21/09/2017,312499
10,134,"28,901","50,11","238,9","564,3","289,01",115980,"56,43",23000,"275,29",23/03/2017,324831
10,134,"30,105","62,15","238,9","564,3","301,05",201837,"56,43",23000,"263,25",09/09/2018,112499
10,134,"30,105","62,15","238,9","564,3","301,05",215980,"56,43",23000,"263,25",11/03/2018,124831
10,134,"308,88","1002,55","2086,25",5850,"3088,8",109802,585,20000,"2761,2",20/09/2017,312339
10,134,"308,88","1002,55","2086,25",5850,"3088,8",120062,585,20000,"2761,2",22/03/2017,324672
10,134,"31,008","71,18","238,9","564,3","310,08",315980,"56,43",23000,"254,22",04/03/2019,224831
10,134,"321,75","1131,25","2086,25",5850,"3217,5",209802,585,20000,"2632,5",08/09/2018,112339
10,134,"321,75","1131,25","2086,25",5850,"3217,5",220062,585,20000,"2632,5",10/03/2018,124672
10,134,"33,448","234,66","99,82","630,1","334,48",102460,"63,01",1002,"295,62",24/05/2017,301948
10,134,"331,403","1227,78","2086,25",5850,"3314,03",320062,585,20000,"2535,97",03/03/2019,224672
10,134,"34,842","248,6","99,82","630,1","348,42",202460,"63,01",1002,"281,68",12/05/2018,101948
10,134,"408,115","1191,37","2889,78","7968,5","4081,15",111179,"796,85",37000,"3887,35",11/10/2017,314342
10,134,"408,115","1191,37","2889,78","7968,5","4081,15",122582,"796,85",37000,"3887,35",13/12/2017,327894
10,134,"425,12","1361,42","2889,78","7968,5","4251,2",211179,"796,85",37000,"3717,3",29/09/2018,114342
10,134,"425,12","1361,42","2889,78","7968,5","4251,2",222582,"796,85",37000,"3717,3",01/12/2018,127894
10,134,"506,093","2400,59","2660,34","9058,076","5060,93",104871,"905,8076",1000,"3997,146",25/06/2017,305015
10,134,"522,73","2130,85","3096,45","10206,373","5227,3",109219,"1020,6373",7000,"4979,073",03/09/2017,311138
10,134,"522,73","2130,85","3096,45","10206,373","5227,3",119584,"1020,6373",7000,"4979,073",05/03/2017,323492
10,134,"527,18","2611,46","2660,34","9058,076","5271,8",204871,"905,8076",1000,"3786,276",13/06/2018,105015
10,134,"544,51","2348,65","3096,45","10206,373","5445,1",209219,"1020,6373",7000,"4761,273",22/08/2018,111138
10,134,"544,51","2348,65","3096,45","10206,373","5445,1",219584,"1020,6373",7000,"4761,273",22/02/2018,123492
10,134,"560,845",2512,"3096,45","10206,373","5608,45",319584,"1020,6373",7000,"4597,923",14/02/2019,223492
10,134,"572,292","2434,91","3288,01","11174,1","5722,92",108740,"1117,41",19000,"5451,18",20/09/2017,312338
10,134,"572,292","2434,91","3288,01","11174,1","5722,92",119179,"1117,41",19000,"5451,18",22/03/2017,324671
